Pallet: "claims", Extrinsic: "claim", Lowest values: [], Highest values: [], Steps: [100], Repeat: 100
u,extrinsic_time,storage_root_time
480,30292000,7148000
480,30363000,7030000
480,33797000,7481000
480,30512000,8723000
480,29779000,7033000
480,30903000,7249000
480,33279000,7201000
480,30054000,8734000
480,29216000,7556000
480,29191000,7169000
480,31137000,7194000
480,30713000,6980000
480,32485000,6938000
480,29767000,9011000
480,32455000,7111000
480,32226000,7249000
480,32817000,6936000
480,30921000,7036000
480,29359000,8621000
480,30526000,7464000
480,31995000,7108000
480,32135000,7498000
480,31018000,7272000
490,32015000,7070000
490,30118000,7054000
490,31796000,6867000
490,31188000,7165000
490,32144000,6830000
490,31679000,7155000
490,33818000,7439000
490,33210000,10176000
490,31890000,7369000
490,34445000,7257000
490,30337000,7281000
490,30793000,6822000
490,30061000,7473000
490,42290000,10296000
490,36262000,8211000
490,32587000,7249000
490,31144000,7211000
490,34443000,9099000
490,33751000,8066000
490,32036000,7478000
490,33736000,7343000
490,32766000,6848000
490,34195000,7250000
490,32170000,7242000
490,30138000,6875000
490,31631000,7111000
490,31765000,7472000
490,32771000,7233000
490,30439000,6928000
490,29771000,7166000
490,33256000,7554000
490,35024000,9450000
490,32800000,7861000
490,33627000,7414000
490,30555000,7229000
490,34103000,7527000
490,31954000,7037000
490,31630000,7297000
490,31652000,7473000
490,32334000,7460000
490,31681000,7018000
490,31863000,7039000
490,31097000,6905000
490,32058000,6910000
490,32153000,6998000
490,30018000,7166000
490,31296000,7091000
490,30173000,7053000
490,30227000,7299000
490,31704000,8434000
490,34011000,7708000
490,32515000,7268000
490,34649000,8007000
490,35229000,8639000
490,34893000,7718000
490,35158000,8452000
490,31615000,7097000
490,31135000,7011000
490,34623000,7571000
490,34669000,8400000
490,32791000,7172000
490,35283000,8711000
490,29683000,7199000
490,30541000,6878000
490,34063000,6858000
490,30733000,8154000
490,31867000,7416000
490,35308000,9254000
490,41945000,9288000
490,33495000,7079000
490,30099000,6979000
490,32477000,7217000
490,31505000,7624000
490,29557000,9402000
490,30466000,7006000
490,30035000,7332000
490,33087000,6865000
490,30597000,7111000
490,31124000,7371000
490,31662000,7356000
490,29355000,7195000
490,30168000,6910000
490,32045000,7058000
490,30461000,8480000
490,33210000,7228000
490,32757000,7557000
490,31343000,8874000
490,32682000,8354000
490,31268000,7102000
490,30498000,7001000
490,31370000,7794000
490,30465000,8825000
490,31918000,6899000
490,30260000,7209000
490,32074000,6865000
490,31398000,7427000
490,31902000,7190000
490,30255000,7340000
490,30747000,7943000
490,33713000,7646000
500,34231000,7567000
500,35382000,7873000
500,36191000,8473000
500,34012000,7213000
500,34823000,7858000
500,35379000,7373000
500,33134000,7583000
500,31416000,7310000
500,31935000,6936000
500,31551000,7551000
500,34535000,6896000
500,30085000,7065000
500,32105000,7163000
500,34413000,7224000
500,33737000,8197000
500,30177000,7878000
500,32050000,6915000
500,29539000,7629000
500,31039000,7701000
500,30501000,7078000
500,33069000,8938000
500,29760000,7082000
500,38463000,9995000
500,39510000,8304000
500,32434000,8533000
500,30224000,7034000
500,30997000,6900000
500,31643000,8042000
500,30766000,7259000
500,30453000,7209000
500,30330000,6922000
500,31065000,7194000
500,33472000,6902000
500,30999000,7368000
500,33324000,7134000
500,29975000,7451000
500,32478000,9815000
500,32282000,6997000
500,33923000,7025000
500,31357000,7169000
500,31329000,7027000
500,31182000,7543000
500,32885000,7190000
500,29742000,7182000
500,33196000,7608000
500,30524000,6887000
500,30131000,7093000
500,31683000,7550000
500,30830000,6909000
500,32605000,7134000
500,31627000,6852000
500,31581000,7142000
500,30634000,7303000
500,31802000,9156000
500,29908000,7451000
500,29835000,6922000
500,30728000,7414000
500,33001000,7029000
500,30228000,7181000
500,32345000,7500000
500,32246000,6948000
500,41591000,10336000
500,34920000,7238000
500,29961000,7411000
500,33007000,7846000
500,32322000,7061000
500,29724000,7367000
500,34691000,7533000
500,32591000,8634000
500,31746000,8187000
500,33086000,9007000
500,31368000,7724000
500,34697000,7284000
500,34097000,8362000
500,32713000,8868000
500,35475000,7217000
500,35503000,8833000
500,43256000,10118000
500,35296000,8295000
500,37193000,7054000
500,32140000,8517000
500,33422000,6948000
500,30801000,7683000
500,32584000,7519000
500,31658000,8444000
500,35541000,6811000
500,30266000,8981000
500,36479000,7267000
500,35506000,7118000
500,33959000,7515000
500,35204000,8124000
500,31500000,7961000
500,34108000,7278000
500,30677000,7396000
500,30045000,7021000
500,30509000,7152000
500,32088000,7548000
500,30520000,7155000
500,31639000,7465000
500,31510000,7638000
510,31760000,7156000
510,30093000,7477000
510,31465000,7185000
510,31732000,8535000
510,33954000,7034000
510,32891000,7244000
510,34796000,8527000
510,34860000,8543000
510,39893000,8345000
510,31080000,6890000
510,29853000,7324000
510,30269000,8947000
510,30750000,7009000
510,33556000,7898000
510,33515000,7321000
510,31646000,9621000
510,36943000,7046000
510,31352000,7549000
510,30603000,8763000
510,32940000,7283000
510,35769000,7326000
510,34795000,7489000
510,35284000,8103000
510,35596000,7628000
510,32294000,7449000
510,31740000,7230000
510,31359000,7164000
510,33425000,8445000
510,34014000,7091000
510,29689000,7681000
510,37874000,10030000
510,42960000,9964000
510,35757000,8313000
510,36150000,8179000
510,35207000,8094000
510,35837000,7356000
510,36901000,8325000
510,31995000,7061000
510,33342000,7442000
510,32990000,7317000
510,36487000,9441000
510,36765000,9008000
510,45102000,11313000
510,38901000,8425000
510,31949000,7385000
510,30404000,7674000
510,31540000,7206000
510,30665000,7527000
510,36217000,8108000
510,33480000,7689000
510,30010000,8206000
510,30429000,7081000
510,31647000,8497000
510,31911000,7310000
510,30839000,8969000
510,35087000,7391000
510,33968000,7182000
510,34583000,7608000
510,40028000,9271000
510,42402000,9340000
510,32898000,6915000
510,29801000,8771000
510,30278000,7766000
510,33853000,7149000
510,33319000,7405000
510,32597000,9351000
510,33464000,7657000
510,33022000,7727000
510,30086000,6914000
510,32215000,7228000
510,30553000,6798000
510,31480000,7166000
510,30719000,7309000
510,29829000,8264000
510,29723000,7280000
510,30613000,8230000
510,30806000,7339000
510,31875000,6862000
510,33165000,7228000
510,31671000,7566000
510,30211000,7220000
510,30491000,7634000
510,32442000,7061000
510,37751000,9995000
510,43334000,9770000
510,33312000,7320000
510,30559000,7004000
510,31025000,7082000
510,31536000,7646000
510,33800000,6906000
510,31302000,7431000
510,34658000,7429000
510,31667000,6937000
510,30168000,7043000
510,31273000,7325000
510,29981000,7227000
510,29667000,6871000
510,30478000,7182000
510,33279000,8079000
510,35808000,8449000
520,58146000,10885000
520,52507000,10347000
520,58870000,10599000
520,53713000,8997000
520,58390000,8991000
520,52627000,9190000
520,52240000,9346000
520,52027000,8929000
520,54745000,12007000
520,58837000,11793000
520,54017000,10148000
520,53770000,8968000
520,50031000,8877000
520,51528000,9246000
520,49744000,9539000
520,54046000,8957000
520,50714000,9067000
520,50544000,9200000
520,51133000,9617000
520,52166000,9264000
520,50361000,9664000
520,53445000,10335000
520,51596000,9078000
520,51800000,9724000
520,54199000,9230000
520,51102000,9082000
520,52224000,9304000
520,50934000,8900000
520,51604000,9367000
520,71552000,10882000
520,53459000,9429000
520,57139000,9186000
520,55296000,9488000
520,53510000,9533000
520,54142000,9416000
520,56525000,9998000
520,57389000,11005000
520,60311000,10513000
520,59523000,9379000
520,57239000,10332000
520,54115000,9187000
520,56801000,10623000
520,60061000,10089000
520,58131000,10660000
520,59187000,9613000
520,57412000,10884000
520,62109000,11459000
520,61661000,10858000
520,72577000,13419000
520,74788000,13587000
520,61784000,11200000
520,59224000,9961000
520,54769000,9531000
520,60680000,11647000
520,61247000,11199000
520,62067000,11247000
520,61865000,11039000
520,60990000,11154000
520,55583000,11091000
520,58722000,11035000
520,57822000,11813000
520,57349000,11459000
520,59240000,9566000
520,56082000,10406000
520,56766000,9196000
520,57749000,11492000
520,59739000,9481000
520,68936000,13461000
520,64181000,9705000
520,59044000,9751000
520,56605000,10670000
520,56187000,11713000
520,50175000,9818000
520,51079000,8874000
520,51867000,8826000
520,50807000,10174000
520,51600000,8944000
520,56657000,9182000
520,57027000,10949000
520,56722000,10468000
520,57519000,9595000
520,57839000,11329000
520,57624000,9686000
520,56526000,9566000
520,51837000,9672000
520,58305000,10407000
520,61130000,12127000
520,60069000,11610000
520,57446000,10023000
520,57869000,10675000
520,58131000,9196000
520,56426000,8896000
520,60902000,11205000
520,55369000,11390000
520,58107000,9356000
520,55069000,9203000
520,51544000,8729000
520,49883000,8843000
520,50985000,8689000
520,51091000,8675000
530,32468000,7390000
530,31908000,8124000
530,29637000,8477000
530,31305000,6785000
530,30346000,6809000
530,29244000,7126000
530,33408000,7845000
530,29739000,8871000
530,30260000,7710000
530,29997000,6790000
530,33094000,8485000
530,41464000,9979000
530,34449000,7032000
530,29327000,7160000
530,31293000,7336000
530,31811000,7342000
530,29796000,7007000
530,31541000,6924000
530,31295000,6918000
530,29687000,8089000
530,29447000,7274000
530,29655000,6773000
530,31068000,9003000
530,31128000,6976000
530,33696000,7144000
530,28960000,6892000
530,29385000,7938000
530,29500000,6779000
530,29410000,6941000
530,30893000,8373000
530,29319000,6989000
530,29487000,7068000
530,30337000,6826000
530,31843000,6903000
530,31663000,7114000
530,35473000,7483000
530,34750000,8827000
530,36658000,8436000
530,41528000,8289000
530,32457000,8493000
530,29600000,6792000
530,33369000,6788000
530,31435000,6815000
530,29923000,8464000
530,33615000,6946000
530,30952000,7140000
530,29264000,7233000
530,30118000,7125000
530,30248000,6796000
530,29288000,7165000
530,32496000,6769000
530,30749000,7472000
530,31575000,7214000
530,31717000,7223000
530,31555000,7732000
530,30952000,7211000
530,30216000,7218000
530,31874000,7231000
530,32733000,9051000
530,35196000,7805000
530,31101000,8044000
530,30454000,7066000
530,30365000,9128000
530,33208000,7259000
530,31533000,7296000
530,34281000,7293000
530,43150000,10122000
530,36614000,8308000
530,32815000,7482000
530,32203000,8920000
530,35282000,7467000
530,33194000,8468000
530,33141000,7993000
530,33552000,10450000
530,35611000,8376000
530,32895000,8282000
530,35545000,7406000
530,36446000,7454000
530,35025000,8346000
530,31092000,7923000
530,34183000,6976000
530,34281000,9668000
530,34971000,7099000
530,34351000,9765000
530,32505000,7444000
530,29759000,7020000
530,36359000,10443000
530,34535000,8309000
530,33310000,7764000
530,39627000,9225000
530,36175000,9370000
530,37093000,8101000
530,31700000,9043000
530,30721000,6774000
530,30570000,7180000
530,34965000,8128000
530,31179000,7506000
530,31501000,7281000
530,30596000,8805000
530,32350000,7544000
540,32435000,7232000
540,32894000,7081000
540,33441000,7132000
540,31682000,9654000
540,34187000,7305000
540,29773000,7069000
540,31143000,7179000
540,30909000,6840000
540,30743000,7378000
540,35501000,7224000
540,33230000,12325000
540,42174000,9252000
540,34691000,8202000
540,34517000,7838000
540,33389000,7355000
540,31120000,7323000
540,31581000,6972000
540,31034000,7213000
540,38047000,10032000
540,40403000,8775000
540,34200000,7059000
540,34633000,7073000
540,31436000,7274000
540,31706000,7628000
540,32110000,7141000
540,32353000,7674000
540,35124000,7454000
540,30365000,6862000
540,30281000,6795000
540,31305000,7118000
540,32400000,7214000
540,32740000,8525000
540,34902000,7135000
540,32289000,7778000
540,35503000,8340000
540,40754000,8578000
540,41528000,10842000
540,33396000,7138000
540,31783000,6793000
540,31900000,6791000
540,32141000,7183000
540,36541000,10528000
540,35080000,8338000
540,35284000,8168000
540,29855000,7118000
540,29880000,6831000
540,29885000,6997000
540,31211000,6694000
540,30356000,6624000
540,30576000,7017000
540,30272000,7393000
540,32191000,6840000
540,32786000,6808000
540,29713000,6779000
540,29105000,6795000
540,31188000,6996000
540,31756000,6793000
540,33386000,7207000
540,30398000,6860000
540,30983000,7353000
540,32112000,8162000
540,30352000,7770000
540,38384000,7480000
540,35954000,7892000
540,36963000,7488000
540,35507000,7403000
540,33074000,7107000
540,29271000,8304000
540,30784000,7060000
540,29615000,6889000
540,31729000,7635000
540,31158000,7362000
540,30905000,7451000
540,32371000,7012000
540,33154000,7090000
540,30705000,6937000
540,31616000,7670000
540,33828000,8213000
540,35045000,7567000
540,34920000,7601000
540,33866000,6935000
540,35679000,8480000
540,34106000,7439000
540,32918000,6845000
540,31529000,7208000
540,30071000,6899000
540,32033000,6833000
540,31585000,7428000
540,37652000,8962000
540,36546000,8548000
540,36782000,8579000
540,37151000,8470000
540,35280000,8280000
540,33663000,7591000
540,36983000,8426000
540,41032000,9174000
540,41631000,9021000
540,33737000,7000000
540,30883000,6855000
540,35443000,7484000
550,66854000,10631000
550,51048000,9976000
550,62801000,13037000
550,70464000,13260000
550,72100000,11831000
550,65164000,12691000
550,61834000,12872000
550,76343000,13695000
550,69653000,12056000
550,64738000,11845000
550,62276000,10692000
550,52297000,10146000
550,50663000,10135000
550,51346000,10148000
550,53211000,9825000
550,53177000,9926000
550,53542000,10792000
550,56649000,9971000
550,56101000,10074000
550,53138000,9824000
550,51058000,9639000
550,52271000,10709000
550,66400000,13094000
550,76540000,13496000
550,73739000,14228000
550,63221000,12121000
550,75839000,14872000
550,59858000,10390000
550,51854000,9787000
550,52825000,9794000
550,54661000,10187000
550,53790000,9722000
550,53247000,9811000
550,53319000,9969000
550,56258000,10085000
550,52373000,9652000
550,59830000,11915000
550,63573000,13889000
550,52394000,9947000
550,57777000,10413000
550,57782000,10957000
550,51403000,9909000
550,56936000,10231000
550,50515000,10180000
550,50731000,10284000
550,50511000,12161000
550,62330000,12968000
550,67451000,12677000
550,63901000,12321000
550,64122000,11887000
550,63885000,13486000
550,66377000,12162000
550,64403000,14397000
550,64325000,12276000
550,61173000,11908000
550,61231000,12332000
550,62023000,12030000
550,57483000,10688000
550,59396000,10594000
550,57873000,9784000
550,54436000,10438000
550,62919000,12637000
550,62306000,12958000
550,62044000,11959000
550,66677000,12282000
550,58028000,11115000
550,62438000,13782000
550,56407000,11383000
550,53830000,10942000
550,61739000,13378000
550,65336000,11946000
550,63117000,12161000
550,62550000,12523000
550,65389000,13341000
550,64789000,12930000
550,69743000,12162000
550,56288000,11161000
550,57086000,10404000
550,54736000,10169000
550,51032000,10156000
550,52992000,10680000
550,60566000,13535000
550,60466000,10460000
550,56582000,10418000
550,55941000,10734000
550,62759000,12520000
550,58279000,10872000
550,55767000,12431000
550,56395000,10276000
550,63183000,13163000
550,61705000,12080000
550,62972000,12262000
550,59766000,11854000
550,56837000,11446000
550,57062000,10303000
550,58686000,11436000
550,57500000,10873000
550,64831000,12905000
550,61579000,10830000
550,59548000,14054000
560,36178000,7935000
560,37057000,8637000
560,37988000,8964000
560,39875000,8455000
560,36589000,9523000
560,39607000,8315000
560,35072000,7919000
560,36107000,7417000
560,32806000,8113000
560,32926000,8153000
560,35053000,8475000
560,34512000,8679000
560,35656000,7310000
560,33762000,8036000
560,36390000,7150000
560,39717000,10075000
560,35419000,8439000
560,35442000,8467000
560,36768000,8358000
560,37225000,8367000
560,34941000,8153000
560,32069000,7161000
560,33209000,7850000
560,35931000,8358000
560,34657000,7967000
560,32832000,7535000
560,29727000,7214000
560,31712000,7725000
560,32712000,7154000
560,31240000,7378000
560,30034000,6870000
560,33207000,7269000
560,33016000,6779000
560,30372000,7832000
560,35037000,8629000
560,38709000,9078000
560,37400000,8635000
560,32235000,8679000
560,32186000,7432000
560,32088000,7380000
560,35434000,7763000
560,34109000,6860000
560,29561000,7216000
560,35080000,7984000
560,31695000,10231000
560,34760000,7275000
560,40442000,8825000
560,35486000,8395000
560,35776000,8571000
560,35979000,10123000
560,35259000,8787000
560,29959000,7053000
560,35372000,7719000
560,35826000,8412000
560,36735000,9298000
560,36168000,9297000
560,42947000,8353000
560,35563000,8406000
560,35547000,7449000
560,35176000,7801000
560,35525000,8466000
560,32149000,7563000
560,32576000,7110000
560,30649000,7327000
560,33120000,6957000
560,30966000,9825000
560,34864000,8803000
560,37204000,8513000
560,43396000,8632000
560,35464000,8020000
560,35018000,6982000
560,34777000,8203000
560,36031000,8362000
560,34567000,7429000
560,34278000,8091000
560,32828000,7096000
560,32922000,7445000
560,32699000,7810000
560,30961000,9289000
560,31927000,8071000
560,32431000,7211000
560,29826000,7697000
560,30858000,8394000
560,31984000,7286000
560,32892000,7460000
560,29449000,6779000
560,29785000,6776000
560,31207000,6866000
560,31292000,7093000
560,30715000,7864000
560,30206000,6807000
560,31777000,6975000
560,35470000,8351000
560,32398000,7421000
560,30794000,7641000
560,31229000,7008000
560,29665000,6784000
560,31498000,7050000
560,32425000,8680000
560,39244000,10368000
570,36556000,7163000
570,33650000,6273000
570,32733000,6142000
570,34179000,7379000
570,33721000,6786000
570,34355000,6071000
570,34947000,7381000
570,36248000,7449000
570,35637000,7205000
570,37889000,7429000
570,34300000,7201000
570,34072000,7210000
570,32918000,6109000
570,33268000,7088000
570,33508000,7147000
570,34134000,7179000
570,35138000,6402000
570,31833000,7090000
570,31476000,6102000
570,35459000,7259000
570,36899000,7178000
570,33599000,7048000
570,30895000,8824000
570,42205000,9380000
570,43769000,8731000
570,37951000,7622000
570,37106000,7116000
570,33940000,7264000
570,31387000,6416000
570,33437000,6573000
570,30341000,6459000
570,29317000,6238000
570,30959000,6705000
570,31812000,7001000
570,34584000,7294000
570,33074000,6494000
570,33596000,6428000
570,31771000,7391000
570,29617000,5820000
570,30218000,6088000
570,33408000,6660000
570,34930000,7431000
570,34286000,7252000
570,31779000,6647000
570,31142000,5965000
570,30587000,6288000
570,31819000,6468000
570,32479000,6600000
570,35386000,8828000
570,36156000,7226000
570,33525000,7988000
570,32427000,6745000
570,30346000,5995000
570,30829000,6046000
570,31371000,6486000
570,34063000,6866000
570,34422000,6119000
570,34606000,7818000
570,33612000,7392000
570,30520000,5868000
570,29430000,6300000
570,30628000,5918000
570,30204000,6179000
570,30319000,6439000
570,29973000,6802000
570,32403000,6400000
570,32976000,5844000
570,29637000,7726000
570,29387000,7310000
570,32202000,5982000
570,31111000,6347000
570,34314000,5922000
570,33003000,7256000
570,32453000,6618000
570,29084000,6083000
570,33455000,5931000
570,33646000,6727000
570,39896000,7128000
570,40222000,8635000
570,32713000,6461000
570,29664000,6275000
570,31306000,5855000
570,28517000,5910000
570,30376000,5986000
570,29900000,6312000
570,31264000,5827000
570,34143000,6233000
570,31464000,6206000
570,31675000,6452000
570,31388000,6534000
570,30949000,6002000
570,29352000,6384000
570,31413000,6071000
570,30705000,6082000
570,32560000,5910000
570,28385000,6076000
570,29287000,7766000
570,30265000,5832000
570,31866000,6180000
570,30982000,6961000
580,34410000,8730000
580,30845000,10201000
580,31856000,7756000
580,32506000,7480000
580,34596000,7185000
580,34136000,8203000
580,32966000,7550000
580,30279000,7076000
580,31125000,7402000
580,34447000,8077000
580,33745000,7959000
580,37217000,9435000
580,34772000,7569000
580,32219000,8822000
580,32379000,6797000
580,32068000,6963000
580,31149000,6996000
580,35396000,8612000
580,33332000,7046000
580,30711000,7611000
580,32386000,7484000
580,30841000,6995000
580,32136000,7129000
580,30535000,8690000
580,32560000,7250000
580,31285000,7466000
580,34053000,7162000
580,35066000,7237000
580,34521000,8060000
580,32093000,9396000
580,32895000,7022000
580,35269000,8364000
580,38281000,8361000
580,35615000,7456000
580,39380000,10220000
580,34500000,7512000
580,32968000,7303000
580,31359000,9030000
580,30998000,7010000
580,31757000,8038000
580,32635000,7347000
580,37973000,8427000
580,41176000,9248000
580,40189000,8297000
580,33971000,7540000
580,32409000,7670000
580,32583000,7416000
580,34411000,7226000
580,36116000,9617000
580,39097000,8562000
580,41939000,8348000
580,31497000,7544000
580,32563000,6812000
580,34782000,8746000
580,30161000,7431000
580,31100000,7039000
580,36692000,7714000
580,35130000,7438000
580,34873000,8556000
580,34372000,7443000
580,30223000,7847000
580,32531000,7782000
580,35188000,6958000
580,31776000,7087000
580,32533000,7569000
580,34544000,8659000
580,34143000,6906000
580,33555000,7742000
580,31320000,8484000
580,32025000,7661000
580,38295000,8561000
580,35516000,8500000
580,31815000,7066000
580,32154000,6963000
580,30008000,8807000
580,30382000,7444000
580,32302000,7924000
580,35820000,8599000
580,35754000,8726000
580,34129000,7171000
580,31797000,7863000
580,37326000,8538000
580,36054000,8450000
580,31748000,7153000
580,30697000,7182000
580,31647000,7746000
580,35022000,7326000
580,30046000,7023000
580,31072000,7082000
580,34325000,9334000
580,35240000,7103000
580,35807000,8217000
580,36289000,7998000
580,36156000,8795000
580,33350000,7335000
580,32909000,7508000
580,33122000,9773000
580,34774000,8912000
580,32122000,7411000
580,32224000,9277000
590,29617000,6136000
590,32124000,6187000
590,31273000,6076000
590,34725000,7312000
590,35217000,7045000
590,30665000,6866000
590,33366000,6341000
590,34655000,9317000
590,32017000,6851000
590,31388000,6559000
590,33085000,5987000
590,32734000,5975000
590,34102000,6205000
590,30361000,8611000
590,30432000,6483000
590,35128000,7196000
590,34287000,6377000
590,32391000,6180000
590,31243000,6534000
590,33575000,6287000
590,30924000,6006000
590,32811000,6212000
590,31331000,7185000
590,28964000,5891000
590,30603000,6505000
590,35336000,7076000
590,33996000,6502000
590,33509000,6312000
590,32320000,6651000
590,33927000,6420000
590,34485000,7215000
590,32993000,6444000
590,34231000,6080000
590,31896000,7564000
590,31602000,6921000
590,31078000,8251000
590,29422000,6299000
590,30429000,6011000
590,34198000,8065000
590,33697000,7124000
590,32382000,6138000
590,31927000,6385000
590,31332000,6147000
590,33267000,5836000
590,29002000,5837000
590,29953000,6630000
590,29805000,6212000
590,33171000,6037000
590,30481000,6800000
590,30288000,6429000
590,31992000,6269000
590,30014000,7055000
590,29643000,6449000
590,30529000,6065000
590,32264000,5909000
590,29291000,10060000
590,31682000,8279000
590,31956000,5947000
590,29694000,6143000
590,29575000,6555000
590,28946000,7425000
590,35975000,7151000
590,35811000,7614000
590,37334000,7691000
590,37130000,7506000
590,36435000,7637000
590,33196000,6242000
590,29945000,5926000
590,31821000,5919000
590,29443000,7361000
590,31464000,6483000
590,33506000,6417000
590,32386000,5996000
590,35141000,7167000
590,34184000,7153000
590,32648000,6094000
590,32090000,6617000
590,33699000,7244000
590,33982000,6317000
590,32952000,6376000
590,32552000,6937000
590,33316000,8186000
590,35317000,6158000
590,33132000,6522000
590,31903000,6122000
590,31290000,6980000
590,32645000,5865000
590,32043000,6476000
590,31537000,6102000
590,32011000,6069000
590,32137000,7754000
590,34052000,6546000
590,34294000,7266000
590,33901000,6451000
590,33656000,6896000
590,34005000,7230000
590,35076000,7450000
590,34435000,7827000
590,31820000,6404000
590,31482000,6202000
600,33779000,6903000
600,34836000,7296000
600,35636000,9433000
600,35260000,7248000
600,34386000,7234000
600,34695000,6974000
600,34995000,7290000
600,34378000,7195000
600,33971000,6686000
600,38122000,7188000
600,35891000,7341000
600,35047000,7396000
600,33790000,6493000
600,35138000,6615000
600,34746000,7282000
600,32066000,6265000
600,34318000,6410000
600,34020000,7279000
600,30140000,6153000
600,32837000,6763000
600,33863000,6932000
600,37718000,8022000
600,34056000,6544000
600,33121000,6705000
600,35802000,7406000
600,34799000,7290000
600,36358000,7760000
600,36298000,7289000
600,35478000,8192000
600,34449000,7228000
600,32646000,6611000
600,35888000,6844000
600,36676000,6850000
600,35869000,7446000
600,36848000,6987000
600,34032000,6746000
600,40008000,7739000
600,38028000,7552000
600,36047000,7188000
600,34439000,7617000
600,36533000,6997000
600,33632000,9117000
600,38003000,8948000
600,34700000,7400000
600,35853000,7162000
600,36246000,8724000
600,33774000,7724000
600,38694000,7419000
600,34707000,7055000
600,36771000,9435000
600,35569000,7343000
600,35174000,7472000
600,34109000,6812000
600,39109000,7137000
600,34586000,7156000
600,37186000,8254000
600,35162000,6906000
600,34338000,7597000
600,34911000,7437000
600,34947000,8281000
600,34063000,8120000
600,37255000,7223000
600,32951000,6872000
600,34707000,7099000
600,37511000,7544000
600,34243000,7321000
600,35466000,7920000
600,32524000,7192000
600,33644000,7230000
600,35846000,6549000
600,35428000,8613000
600,32331000,6576000
600,33851000,6711000
600,30106000,6337000
600,33140000,6631000
600,32735000,6951000
600,34316000,7290000
600,33147000,6849000
600,33744000,6398000
600,36632000,6882000
600,35368000,6885000
600,33415000,6894000
600,32989000,6768000
600,35635000,7463000
600,33502000,6848000
600,33648000,6737000
600,35454000,7461000
600,34458000,7461000
600,35981000,6386000
600,33179000,8033000
600,35858000,7439000
600,33163000,7172000
600,33152000,6717000
600,34180000,7327000
600,34666000,7227000
600,32407000,7044000
600,34024000,6895000
600,32699000,8670000
600,34731000,7215000
600,34387000,7302000
610,32101000,6434000
610,34376000,6397000
610,35616000,8188000
610,34059000,7217000
610,33213000,7068000
610,34224000,7157000
610,35237000,7256000
610,33008000,6819000
610,35316000,7260000
610,32720000,7627000
610,34262000,7139000
610,34291000,6961000
610,33432000,6656000
610,35353000,7556000
610,34724000,6978000
610,34029000,7393000
610,32009000,6522000
610,35081000,6618000
610,34910000,7349000
610,33507000,6706000
610,33989000,7564000
610,34441000,6970000
610,33977000,6328000
610,31168000,7150000
610,33077000,6642000
610,32545000,7199000
610,33020000,6674000
610,34587000,6335000
610,34839000,6612000
610,37133000,7072000
610,35485000,6739000
610,35927000,7267000
610,37568000,7018000
610,36645000,6865000
610,33484000,6614000
610,37966000,6967000
610,34290000,7014000
610,32466000,6919000
610,42166000,8759000
610,37636000,7430000
610,34057000,7661000
610,43840000,10454000
610,35971000,7389000
610,35427000,7268000
610,34081000,7569000
610,36334000,8721000
610,34768000,6980000
610,36634000,7052000
610,34600000,6822000
610,36790000,7554000
610,35676000,7764000
610,35110000,7318000
610,34388000,7539000
610,38241000,7917000
610,38406000,9468000
610,37849000,7212000
610,35159000,7555000
610,35063000,6853000
610,36890000,9354000
610,39595000,7447000
610,36219000,7930000
610,46130000,8020000
610,37670000,7551000
610,35812000,7621000
610,38111000,7552000
610,45174000,9170000
610,35907000,7609000
610,35168000,6675000
610,34268000,7176000
610,35445000,7132000
610,34572000,6673000
610,34348000,7905000
610,33836000,6626000
610,36772000,8482000
610,33675000,6663000
610,34750000,8186000
610,35771000,7587000
610,36038000,7501000
610,34386000,7174000
610,34629000,9748000
610,35698000,7557000
610,35652000,8044000
610,47579000,9529000
610,38126000,7816000
610,35980000,7590000
610,36124000,7529000
610,36520000,7319000
610,35292000,7557000
610,35895000,7284000
610,37875000,8037000
610,34937000,7190000
610,35792000,7693000
610,35821000,7133000
610,36422000,7564000
610,34628000,7194000
610,35156000,7508000
610,34877000,8135000
610,36085000,8019000
610,35512000,7667000
610,34930000,8322000
620,37006000,8398000
620,36760000,8713000
620,36184000,8311000
620,36766000,8822000
620,35684000,8632000
620,37783000,8983000
620,36387000,8205000
620,36598000,9061000
620,35799000,8008000
620,36556000,8937000
620,36515000,8689000
620,36383000,8402000
620,36681000,9949000
620,37445000,7923000
620,37580000,9247000
620,36020000,8545000
620,36510000,8614000
620,36888000,8353000
620,36695000,8439000
620,35767000,9030000
620,36053000,8338000
620,36682000,8815000
620,36073000,8254000
620,36183000,8642000
620,36694000,8335000
620,37208000,9247000
620,36024000,8300000
620,36139000,8899000
620,37742000,8480000
620,36741000,8772000
620,36784000,8791000
620,37755000,8584000
620,36008000,8748000
620,36663000,8270000
620,36234000,8879000
620,37060000,8566000
620,36618000,9086000
620,36232000,9527000
620,37004000,8715000
620,36633000,8531000
620,36678000,8479000
620,36709000,8955000
620,36512000,8424000
620,36514000,9726000
620,36223000,8624000
620,37038000,9113000
620,35629000,8716000
620,36308000,9220000
620,36279000,8957000
620,36643000,9108000
620,36006000,10680000
620,35657000,7372000
620,34272000,11062000
620,35338000,8062000
620,39763000,9454000
620,35038000,7359000
620,37272000,8875000
620,38088000,8691000
620,37424000,8287000
620,36511000,8606000
620,36829000,8878000
620,36378000,8854000
620,36692000,8622000
620,36837000,8439000
620,38114000,9083000
620,37968000,9136000
620,37289000,9673000
620,36394000,9927000
620,38390000,8527000
620,37149000,9791000
