Pallet: "claims", Extrinsic: "claim", Lowest values: [], Highest values: [], Steps: [100], Repeat: 100
u,extrinsic_time,storage_root_time
220,47276000,8617000
220,47097000,8487000
220,47098000,8693000
220,64053000,8992000
220,47759000,8890000
220,47647000,8808000
220,47842000,8954000
220,47270000,8672000
220,47804000,8815000
220,48550000,8764000
220,46893000,8490000
220,47747000,8750000
220,46846000,8783000
220,47405000,8952000
220,47122000,8507000
220,48299000,8535000
220,47168000,8706000
220,47089000,9021000
220,47512000,9030000
220,47141000,8734000
220,48419000,8821000
220,51411000,8626000
220,47795000,9015000
220,48129000,9776000
220,48192000,8996000
220,47385000,8493000
220,46821000,8741000
220,47686000,8896000
220,47165000,8542000
220,48393000,9248000
220,48862000,9136000
220,47772000,8612000
220,47435000,8841000
220,46989000,8650000
220,47468000,8506000
220,47876000,8893000
220,49699000,9301000
220,46867000,8489000
220,48149000,8881000
220,47578000,9104000
220,47331000,8821000
220,47810000,8886000
220,47153000,8553000
220,47572000,9139000
220,49203000,8905000
220,47933000,8494000
220,47492000,8762000
220,50994000,8494000
220,47182000,8589000
230,27449000,5683000
230,27419000,5845000
230,29587000,5863000
230,27936000,5731000
230,27227000,5725000
230,27958000,5859000
230,27856000,5737000
230,27380000,5896000
230,27732000,5815000
230,29017000,5691000
230,27452000,5711000
230,27320000,5788000
230,27043000,5688000
230,27418000,5960000
230,30986000,5849000
230,28749000,5833000
230,27841000,5960000
230,27452000,5843000
230,30014000,6095000
230,27830000,6005000
230,27088000,5793000
230,27774000,6028000
230,28141000,6098000
230,27319000,5818000
230,29310000,5827000
230,27978000,5860000
230,27646000,5806000
230,27897000,5825000
230,28379000,5702000
230,27367000,5839000
230,29408000,5915000
230,27664000,5830000
230,33036000,5849000
230,29822000,5803000
230,27659000,5879000
230,30512000,5812000
230,27577000,5757000
230,28434000,5817000
230,27889000,5989000
230,27462000,5768000
230,28080000,5810000
230,29732000,5950000
230,31304000,5914000
230,28279000,5861000
230,27425000,5775000
230,27391000,5839000
230,27325000,5726000
230,27241000,5778000
230,27305000,5757000
230,27679000,5864000
230,27726000,5703000
230,32514000,5711000
230,27987000,5825000
230,27646000,5698000
230,27262000,5729000
230,27037000,5757000
230,28735000,5944000
230,28771000,5827000
230,28374000,5993000
230,27792000,5978000
230,27832000,5814000
230,27565000,6078000
230,27874000,6066000
230,28342000,5969000
230,32078000,5748000
230,27771000,6069000
230,30636000,5685000
230,27060000,5687000
230,27908000,5709000
230,27956000,5684000
230,27124000,5891000
230,28470000,5954000
230,28397000,6121000
230,35301000,7468000
230,38223000,7722000
230,40116000,7821000
230,40336000,8014000
230,36311000,7131000
230,37896000,7450000
230,35093000,7032000
230,34647000,7785000
230,36340000,7479000
230,36116000,7552000
230,36816000,7529000
230,36906000,7427000
230,36617000,7356000
230,34989000,7630000
230,35330000,7924000
230,37433000,7924000
230,38312000,8012000
230,46060000,9689000
230,45108000,9058000
230,31770000,6205000
230,37831000,8848000
230,35680000,7998000
230,38231000,7398000
230,38356000,7446000
230,35260000,7419000
230,30305000,5833000
230,28664000,6152000
240,36979000,8979000
240,38992000,8993000
240,39243000,8939000
240,38083000,8725000
240,37585000,9290000
240,34490000,6915000
240,33336000,9132000
240,37266000,8658000
240,35741000,8770000
240,32117000,6872000
240,29541000,6947000
240,29707000,6928000
240,29194000,6826000
240,29632000,6992000
240,30357000,7131000
240,30294000,7044000
240,36263000,8993000
240,36972000,8991000
240,37217000,8877000
240,39468000,8852000
240,37953000,9085000
240,37519000,8378000
240,36431000,9138000
240,35183000,8193000
240,31262000,6946000
240,30831000,6899000
240,29947000,6853000
240,28635000,6900000
240,29693000,6802000
240,29513000,7152000
240,29801000,7291000
240,29981000,7030000
240,30763000,6967000
240,29457000,6939000
240,29525000,6861000
240,32176000,7151000
240,29464000,7096000
240,29383000,6852000
240,28518000,6903000
240,32728000,6907000
240,30969000,6835000
240,29358000,6975000
240,30174000,6904000
240,29750000,6977000
240,29264000,6784000
240,29708000,6801000
240,31160000,6985000
240,29649000,6876000
240,29140000,6811000
240,28986000,6745000
240,31560000,6955000
240,30440000,7103000
240,32520000,6841000
240,28833000,6902000
240,29646000,6903000
240,28682000,6692000
240,29363000,6888000
240,29198000,6838000
240,29400000,6884000
240,29328000,6823000
240,28839000,6951000
240,29350000,7142000
240,28670000,6695000
240,29260000,6894000
240,28926000,6911000
240,30670000,6896000
240,28976000,6944000
240,28641000,6696000
240,28578000,6639000
240,29700000,7326000
240,29241000,7078000
240,29460000,6857000
240,28867000,6797000
240,29543000,6801000
240,28992000,6683000
240,28605000,6741000
240,29164000,6782000
240,29688000,6839000
240,29262000,6895000
240,30299000,7088000
240,32664000,7009000
240,29035000,6868000
240,28789000,6814000
240,29326000,6866000
240,29591000,6903000
240,29177000,7058000
240,28952000,7081000
240,29310000,7032000
240,29167000,7203000
240,28692000,7042000
240,30326000,6940000
240,28974000,6721000
240,28496000,6745000
240,30655000,6687000
240,28488000,6718000
240,28573000,7188000
240,29656000,6899000
240,29987000,6875000
240,30365000,6730000
240,28207000,6760000
250,28701000,5898000
250,28435000,5823000
250,28447000,5882000
250,29072000,5884000
250,28683000,5891000
250,28126000,5881000
250,28205000,5756000
250,28933000,5828000
250,30479000,6095000
250,27655000,6211000
250,27629000,5908000
250,29540000,5809000
250,27446000,6212000
250,28176000,5815000
250,29782000,6062000
250,27316000,5774000
250,29583000,5827000
250,27396000,5921000
250,27715000,5767000
250,27584000,5776000
250,28050000,5990000
250,29865000,5880000
250,27956000,5881000
250,28054000,5881000
250,28929000,6060000
250,29372000,5842000
250,28844000,6236000
250,28675000,5992000
250,27873000,5991000
250,28047000,5974000
250,29633000,5895000
250,28008000,5946000
250,28130000,5822000
250,28062000,5907000
250,28319000,5823000
250,28134000,6119000
250,28640000,6044000
250,29418000,6102000
250,27406000,5905000
250,28203000,5818000
250,27846000,6128000
250,28387000,5876000
250,30517000,5823000
250,28977000,6014000
250,28455000,5847000
250,28278000,5906000
250,29108000,5943000
250,28482000,6119000
250,28475000,5879000
250,31701000,5976000
250,28714000,5921000
250,31843000,6019000
250,28713000,6215000
250,29317000,5706000
250,27190000,5694000
250,27674000,6180000
250,28372000,6135000
250,28248000,6012000
250,30579000,6191000
250,33376000,7014000
250,40277000,9204000
250,36009000,7393000
250,32292000,6119000
250,31440000,6644000
250,34940000,7141000
250,31288000,5883000
250,29768000,5816000
250,30750000,6751000
250,32073000,7806000
250,35580000,8166000
250,41589000,8433000
250,38982000,7910000
250,35756000,7475000
250,37144000,7779000
250,36309000,8083000
250,35571000,7218000
250,34723000,7171000
250,29712000,5861000
250,28278000,6002000
250,28364000,5958000
250,28441000,5922000
250,27726000,5978000
250,29604000,6151000
250,28112000,6130000
250,27485000,6006000
250,28935000,5913000
250,28509000,6257000
250,28460000,5969000
250,35073000,7642000
250,35625000,7460000
250,36477000,7603000
250,36489000,7532000
250,36033000,7379000
250,32914000,6366000
250,30423000,5822000
250,36605000,7677000
250,35484000,7797000
250,36027000,7954000
250,35890000,7412000
250,34890000,7365000
260,30929000,7032000
260,29108000,7208000
260,28444000,6826000
260,31400000,6850000
260,29617000,6891000
260,29925000,8366000
260,37063000,8625000
260,37009000,8995000
260,36612000,8899000
260,36290000,9225000
260,36849000,8290000
260,37896000,8561000
260,37307000,8558000
260,30601000,7063000
260,29899000,6929000
260,31005000,8256000
260,37832000,8513000
260,37113000,8609000
260,36783000,8564000
260,33599000,7218000
260,37050000,8582000
260,36304000,8596000
260,37441000,8317000
260,31992000,7039000
260,30707000,6921000
260,32960000,7695000
260,35319000,7972000
260,38169000,9892000
260,37749000,8398000
260,35722000,8315000
260,35564000,7623000
260,34881000,8576000
260,37557000,8851000
260,36874000,8781000
260,36975000,8726000
260,37627000,9060000
260,35211000,8011000
260,31790000,8906000
260,37278000,8496000
260,37734000,9010000
260,36787000,8567000
260,29665000,6952000
260,28779000,6998000
260,31788000,6687000
260,28580000,6690000
260,34896000,8943000
260,44571000,10453000
260,37068000,9029000
260,32745000,7593000
260,30391000,6641000
260,28878000,6784000
260,29673000,7042000
260,29432000,7052000
260,29322000,6745000
260,32531000,7641000
260,36281000,8339000
260,35487000,7439000
260,29008000,6921000
260,28640000,6784000
260,29797000,6889000
260,30500000,7499000
260,35059000,8309000
260,36188000,8254000
260,29532000,6822000
260,30052000,6789000
260,32929000,7822000
260,36944000,8701000
260,34110000,6901000
260,29143000,7169000
260,37501000,8662000
260,37572000,9581000
260,36741000,8662000
260,35937000,9284000
260,36983000,9155000
260,35353000,7324000
260,35081000,9016000
260,37638000,8905000
260,36717000,8829000
260,37542000,8817000
260,37200000,8537000
260,37919000,8546000
260,35792000,7799000
260,28967000,6696000
260,29070000,6973000
260,37180000,9118000
260,36610000,9286000
260,36401000,9552000
260,37154000,8460000
260,32709000,6876000
260,29342000,7100000
260,29300000,7107000
260,28840000,6838000
260,29948000,7200000
260,32101000,7141000
260,37209000,8669000
260,37399000,8821000
260,36984000,8610000
260,37617000,8824000
260,36326000,8732000
260,37614000,8978000
270,62787000,11068000
270,62560000,11346000
270,62440000,11088000
270,62640000,11551000
270,55580000,9038000
270,47739000,8551000
270,53317000,9873000
270,55636000,11388000
270,56989000,10665000
270,52351000,9190000
270,53939000,9908000
270,52166000,9004000
270,55913000,12031000
270,70394000,12514000
270,75829000,13985000
270,67825000,11486000
270,66036000,11699000
270,73708000,11202000
270,65913000,11672000
270,61588000,10753000
270,54206000,11012000
270,52473000,8900000
270,52809000,9739000
270,49868000,8897000
270,61637000,12987000
270,65297000,11078000
270,59747000,8815000
270,57952000,9348000
270,48750000,8775000
270,60615000,10792000
270,53510000,9051000
270,53276000,9877000
270,54470000,9525000
270,53610000,9080000
270,57316000,9999000
270,60650000,9833000
270,53494000,9375000
270,57739000,9243000
270,50577000,9047000
270,50526000,8988000
270,50915000,9394000
270,50451000,8961000
270,62673000,12047000
270,60936000,9959000
270,54786000,9836000
270,50623000,9197000
270,49289000,8804000
270,50398000,9363000
270,59343000,11444000
270,60660000,9659000
270,49623000,9005000
270,53180000,10944000
270,59100000,9639000
270,52886000,10302000
270,53933000,9349000
270,51688000,9550000
270,56156000,9202000
270,51938000,9809000
270,51400000,9411000
270,53212000,8844000
270,49577000,8561000
270,47989000,8755000
270,47446000,8533000
270,49011000,8716000
270,47811000,8743000
270,61100000,11206000
270,63830000,11811000
270,63023000,10989000
270,61233000,11435000
270,63385000,11342000
270,51775000,9834000
270,61238000,9698000
270,60374000,10072000
270,50837000,8867000
270,52186000,8748000
270,52774000,9887000
270,54759000,9028000
270,50701000,9059000
270,50510000,10130000
270,62032000,10994000
270,55735000,9173000
270,54058000,9082000
270,50688000,9914000
270,49543000,11481000
270,62816000,11112000
270,51365000,8717000
270,47297000,8918000
270,50094000,9323000
270,61708000,11185000
270,62388000,10831000
270,60866000,11419000
270,54319000,9209000
270,49814000,9429000
270,50658000,9417000
270,50500000,8945000
270,47797000,8558000
270,48759000,8923000
270,47250000,8711000
270,51985000,8687000
270,47505000,8906000
280,31017000,7553000
280,36813000,8920000
280,34838000,7058000
280,28552000,7443000
280,29066000,7113000
280,31300000,7442000
280,34725000,7123000
280,29824000,7914000
280,30375000,7380000
280,29444000,7012000
280,30650000,10425000
280,38441000,8530000
280,35911000,8251000
280,33129000,6953000
280,29689000,6778000
280,30622000,7119000
280,31214000,9333000
280,37605000,9008000
280,42010000,8811000
280,33453000,7005000
280,31881000,7487000
280,31740000,7228000
280,35719000,9732000
280,39241000,8595000
280,32179000,7265000
280,29295000,8138000
280,29678000,7011000
280,32746000,8100000
280,32739000,6825000
280,32016000,6880000
280,29358000,6813000
280,28868000,6785000
280,30142000,6631000
280,28544000,6676000
280,28628000,6676000
280,28244000,6630000
280,28947000,6826000
280,29267000,6917000
280,28186000,6920000
280,28640000,6937000
280,29268000,6620000
280,28024000,6684000
280,32051000,6789000
280,29256000,6806000
280,31608000,7121000
280,35425000,9041000
280,43890000,9437000
280,34899000,8194000
280,35106000,8386000
280,34896000,8296000
280,35024000,8284000
280,35836000,8301000
280,36123000,8332000
280,31474000,7075000
280,30578000,6831000
280,29113000,7048000
280,36663000,9804000
280,37361000,8491000
280,35714000,8434000
280,35093000,8404000
280,35576000,8843000
280,36152000,8449000
280,35132000,8556000
280,36561000,8456000
280,35545000,7849000
280,35070000,7210000
280,32122000,7300000
280,30717000,6768000
280,30867000,7296000
280,32009000,7015000
280,32714000,7827000
280,33708000,7552000
280,29729000,6824000
280,29762000,6976000
280,32647000,7399000
280,32931000,8593000
280,37267000,9025000
280,35286000,8482000
280,34901000,7907000
280,34550000,7544000
280,32034000,7097000
280,33256000,7548000
280,32523000,7704000
280,35097000,8131000
280,33264000,8088000
280,33754000,7452000
280,35072000,7334000
280,34032000,7062000
280,29786000,7574000
280,30570000,7703000
280,30903000,7411000
280,34648000,8640000
280,37738000,9243000
280,35276000,8796000
280,34862000,7457000
280,35239000,9237000
280,35366000,8497000
280,31664000,7276000
280,30956000,7933000
280,36702000,8775000
290,44750000,10184000
290,42170000,8638000
290,33746000,7188000
290,32384000,5824000
290,32448000,6468000
290,33339000,6329000
290,33400000,7630000
290,31196000,6359000
290,33409000,6880000
290,33209000,6623000
290,37099000,7646000
290,32772000,6403000
290,30781000,6247000
290,28878000,6083000
290,27789000,6131000
290,28442000,6305000
290,28883000,5880000
290,27744000,5734000
290,31230000,5814000
290,28589000,5828000
290,28290000,6156000
290,32506000,6803000
290,34856000,7156000
290,33478000,6073000
290,34494000,7265000
290,34224000,6752000
290,32040000,6092000
290,32202000,5863000
290,27904000,6151000
290,28179000,6011000
290,28026000,6180000
290,28093000,6138000
290,27862000,6400000
290,27943000,6048000
290,30157000,5748000
290,27862000,5867000
290,29227000,5851000
290,28598000,5853000
290,28054000,6028000
290,28061000,5880000
290,30691000,6023000
290,28523000,5878000
290,31280000,8289000
290,34003000,6320000
290,28577000,5833000
290,29279000,5865000
290,31137000,5918000
290,30093000,5843000
290,28468000,6260000
290,34057000,7154000
290,41214000,7302000
290,34347000,7092000
290,28761000,5815000
290,27930000,5823000
290,28076000,5753000
290,28012000,6010000
290,28442000,5835000
290,27600000,5844000
290,28535000,5835000
290,28076000,6188000
290,27124000,5907000
290,27898000,6229000
290,28294000,5888000
290,27320000,6169000
290,28155000,5836000
290,28356000,5761000
290,29251000,5969000
290,28591000,7147000
290,29061000,5855000
290,32190000,5946000
290,28086000,5858000
290,28206000,6064000
290,27942000,6089000
290,27283000,7444000
290,28487000,5823000
290,30316000,6075000
290,27933000,5949000
290,28210000,5835000
290,28597000,5920000
290,29340000,5705000
290,28904000,5809000
290,28087000,5815000
290,28620000,5817000
290,28006000,5812000
290,28235000,5868000
290,28726000,6373000
290,33843000,7335000
290,33826000,6907000
290,34006000,6914000
290,30336000,5910000
290,29314000,6217000
290,30871000,6214000
290,30256000,6150000
290,33560000,6661000
290,27775000,6287000
290,28229000,6033000
290,28392000,5901000
290,28198000,5987000
290,28465000,6064000
290,28069000,5692000
300,28383000,6934000
300,29900000,6801000
300,28375000,6635000
300,30645000,6668000
300,39994000,8298000
300,31035000,7731000
300,30886000,7798000
300,31390000,6631000
300,30921000,8387000
300,36394000,9915000
300,38889000,8308000
300,29735000,6795000
300,28705000,7258000
300,28803000,6820000
300,29015000,6991000
300,30441000,6815000
300,31429000,6819000
300,32770000,6771000
300,28980000,6793000
300,29046000,7066000
300,29151000,6907000
300,28794000,7002000
300,29502000,6680000
300,30468000,6694000
300,28922000,6777000
300,29176000,6793000
300,29534000,6778000
300,28807000,6920000
300,28495000,7369000
300,28606000,6867000
300,30396000,7007000
300,29296000,6900000
300,30343000,7324000
300,29482000,6789000
300,29120000,6874000
300,29203000,6777000
300,28545000,7271000
300,30422000,6840000
300,29767000,6801000
300,29157000,6789000
300,28995000,6785000
300,28517000,6651000
300,30035000,6771000
300,28571000,6772000
300,28001000,6708000
300,28925000,6831000
300,30224000,6681000
300,29047000,7231000
300,31194000,6972000
300,29061000,6769000
300,31498000,6974000
300,27899000,6808000
300,30453000,6837000
300,32238000,7674000
300,32051000,7108000
300,28655000,6841000
300,29052000,6817000
300,30332000,6864000
300,30257000,6904000
300,28857000,6920000
300,28660000,6616000
300,28271000,6720000
300,29357000,7002000
300,28958000,7270000
300,31302000,7119000
300,29798000,6859000
300,31612000,6798000
300,31835000,7199000
300,30280000,6819000
300,29763000,6988000
300,29763000,7204000
300,30820000,7608000
300,30789000,7035000
300,29930000,6821000
300,28584000,6655000
300,30038000,6720000
300,30082000,6981000
300,28888000,7044000
300,29145000,6838000
300,29607000,6649000
300,28829000,6812000
300,28828000,6634000
300,36301000,8352000
300,35252000,8389000
300,35043000,7122000
300,32170000,7969000
300,31750000,7174000
300,30295000,7128000
300,36209000,8784000
300,33538000,7867000
300,35146000,7899000
300,36463000,10013000
300,43889000,9234000
300,37378000,8613000
300,33957000,7332000
300,30273000,7265000
300,31026000,7375000
300,35337000,8638000
300,40932000,10672000
300,35716000,7692000
310,31007000,7068000
310,29062000,6777000
310,31295000,7420000
310,30823000,7649000
310,30834000,7360000
310,29413000,6788000
310,29109000,6783000
310,30846000,7349000
310,31314000,7780000
310,30292000,7456000
310,33116000,7724000
310,30866000,7307000
310,31741000,7622000
310,33765000,7301000
310,35501000,8573000
310,32397000,7909000
310,31779000,7340000
310,28841000,7245000
310,32318000,7122000
310,33692000,7578000
310,32327000,7014000
310,30426000,6776000
310,30352000,7038000
310,29338000,6797000
310,28849000,6784000
310,29256000,6905000
310,29021000,6854000
310,29077000,6777000
310,28563000,7044000
310,28419000,6643000
310,29704000,6975000
310,30121000,6638000
310,29971000,6847000
310,28319000,7203000
310,28827000,7013000
310,30398000,7358000
310,32295000,8297000
310,28801000,6794000
310,30946000,7359000
310,31669000,7349000
310,30314000,7536000
310,32524000,7332000
310,30121000,7409000
310,30758000,7040000
310,28808000,6959000
310,28935000,6924000
310,31101000,6771000
310,29614000,7186000
310,31188000,7203000
310,29343000,6798000
310,28752000,8005000
310,31918000,7185000
310,33244000,7390000
310,31252000,7367000
310,33011000,7148000
310,29603000,7310000
310,31868000,6971000
310,29317000,6861000
310,28439000,6800000
310,29142000,6890000
310,28555000,6773000
310,29856000,6956000
310,27881000,6801000
310,28552000,6969000
310,28436000,6903000
310,28150000,6625000
310,28406000,6914000
310,29744000,8197000
310,35254000,9399000
310,37217000,8850000
310,38407000,8378000
310,35676000,9032000
310,35042000,8224000
310,34128000,7371000
310,32529000,7173000
310,36193000,8271000
310,33800000,7849000
310,34322000,7787000
310,36135000,8560000
310,36941000,9361000
310,46330000,11341000
310,67816000,12879000
310,39119000,8320000
310,35794000,8387000
310,36396000,8652000
310,36966000,8846000
310,35099000,8657000
310,38147000,8631000
310,37088000,8745000
310,37278000,8533000
310,35049000,8370000
310,35540000,8825000
310,36007000,8428000
310,34935000,7368000
310,35227000,7415000
310,34723000,7652000
310,35536000,7831000
310,33416000,7559000
310,34162000,7495000
310,31589000,8355000
320,32997000,7164000
320,44848000,9900000
320,41710000,9276000
320,38379000,7747000
320,47241000,8591000
320,35234000,7955000
320,36585000,11275000
320,44436000,9034000
320,42848000,8937000
320,33661000,7222000
320,33691000,6246000
320,33833000,7182000
320,42025000,8674000
320,35144000,7658000
320,37939000,8438000
320,34508000,7286000
320,35469000,7406000
320,35268000,7374000
320,36392000,7269000
320,43508000,7731000
320,34885000,7207000
320,34803000,7479000
320,34490000,7603000
320,37969000,8616000
320,39151000,7368000
320,34950000,7555000
320,35130000,7310000
320,36821000,7461000
320,35062000,7283000
320,42279000,8011000
320,38773000,8363000
320,36149000,7583000
320,36634000,8360000
320,34696000,7791000
320,35392000,7525000
320,35414000,7473000
320,35028000,7377000
320,35336000,7207000
320,34214000,7313000
320,34402000,7389000
320,34317000,7374000
320,34998000,7359000
320,35086000,7246000
320,34076000,6591000
320,34040000,7605000
320,35383000,7246000
320,34357000,7792000
320,38349000,7460000
320,38023000,8153000
320,38779000,7915000
320,35819000,7597000
320,45149000,9761000
320,44826000,9440000
320,44618000,9154000
320,41951000,8319000
320,41372000,8384000
320,43674000,8879000
320,38029000,7607000
320,35504000,7145000
320,34519000,7137000
320,35368000,7643000
320,34003000,7148000
320,34828000,7161000
320,33924000,7155000
320,32297000,6832000
320,30296000,6322000
320,34262000,7143000
320,33681000,7149000
320,33841000,7155000
320,34296000,7250000
320,38749000,7593000
320,37244000,7368000
320,42406000,7408000
320,36758000,7328000
320,43689000,9752000
320,40923000,8582000
320,36642000,7352000
320,34960000,7220000
320,34370000,7599000
320,35986000,9180000
320,44492000,9204000
320,36616000,7391000
320,40753000,10057000
320,41632000,7463000
320,35732000,7915000
320,34606000,7400000
320,35466000,8180000
320,41554000,7699000
320,35062000,7679000
320,35389000,7331000
320,37249000,7225000
320,34556000,7302000
320,35331000,7277000
320,35100000,7611000
320,36356000,7385000
320,34716000,7344000
320,34793000,7510000
320,34975000,7161000
320,34823000,8437000
320,34474000,7137000
330,59164000,8913000
330,59746000,9396000
330,56534000,8814000
330,58489000,9833000
330,58225000,9557000
330,56575000,8514000
330,59544000,9364000
330,57532000,8261000
330,58705000,9974000
330,58864000,9877000
330,57137000,10940000
330,59152000,9939000
330,58863000,8540000
330,55695000,8998000
330,57304000,8976000
330,55194000,8445000
330,55801000,9170000
330,58725000,9804000
330,59197000,10046000
330,55958000,9361000
330,59104000,9865000
330,57717000,9580000
330,58442000,9850000
330,55021000,9422000
330,57228000,13209000
330,57161000,8986000
330,58247000,9747000
330,71699000,11533000
330,58412000,10061000
330,54097000,8783000
330,56579000,10940000
330,58560000,9081000
330,54735000,8235000
330,60254000,9205000
330,58609000,9586000
330,57141000,9506000
330,51093000,8471000
330,60377000,9780000
330,59595000,9715000
330,59759000,9675000
330,58102000,8671000
330,58130000,10375000
330,59732000,9826000
330,59249000,10412000
330,58478000,9567000
330,59128000,8342000
330,56843000,8802000
330,59481000,9452000
330,55943000,7901000
330,56905000,8363000
330,56104000,9351000
330,55802000,9017000
330,57334000,9087000
330,56337000,8620000
330,57164000,8476000
330,57672000,7913000
330,55469000,9301000
330,55187000,7915000
330,55122000,9361000
330,55559000,7923000
330,57782000,8587000
330,55827000,8929000
330,62634000,12345000
330,58046000,9033000
330,59854000,9720000
330,59104000,9894000
330,58432000,9838000
330,58406000,9403000
330,55365000,8501000
330,64060000,11838000
330,63835000,9458000
330,56078000,8674000
330,57310000,8472000
330,53833000,8402000
330,56239000,9243000
330,59388000,8208000
330,56213000,8248000
330,59477000,8611000
330,54620000,9532000
330,55595000,10174000
330,57778000,10114000
330,57945000,8797000
330,55873000,11099000
330,58124000,8199000
330,54394000,8661000
330,54927000,8071000
330,54317000,8035000
330,58478000,10992000
330,58461000,8806000
330,57947000,8407000
330,56274000,9379000
330,57216000,9401000
330,55862000,10305000
330,55145000,9254000
330,58536000,9133000
330,57190000,8470000
330,56884000,8900000
330,55915000,8428000
330,56066000,8101000
330,55444000,7943000
340,34358000,7224000
340,32589000,7113000
340,34204000,7152000
340,34328000,7778000
340,34286000,7223000
340,33603000,7063000
340,34317000,7703000
340,34697000,7093000
340,34241000,6800000
340,33081000,6372000
340,34266000,7101000
340,32942000,7161000
340,34726000,7212000
340,41246000,8799000
340,36608000,7321000
340,35460000,7225000
340,35112000,7267000
340,34003000,7138000
340,35054000,7330000
340,34301000,7324000
340,35051000,7273000
340,35034000,7555000
340,34454000,7426000
340,33889000,6349000
340,33956000,6987000
340,34392000,7702000
340,33981000,6346000
340,35169000,7134000
340,33479000,6655000
340,33316000,6459000
340,33977000,6216000
340,33807000,6213000
340,32420000,6030000
340,34312000,6170000
340,33171000,7273000
340,34006000,7140000
340,34134000,6319000
340,33514000,6514000
340,34106000,6879000
340,34591000,6457000
340,32563000,7826000
340,34121000,6992000
340,33618000,9748000
340,35657000,7901000
340,37257000,7845000
340,36956000,7433000
340,35831000,8435000
340,37606000,7528000
340,35389000,7309000
340,36204000,7476000
340,36662000,7437000
340,39390000,7408000
340,34725000,7234000
340,34787000,7374000
340,35003000,7425000
340,34799000,7057000
340,35732000,7627000
340,34658000,7285000
340,35580000,7636000
340,35118000,7298000
340,34437000,6776000
340,35792000,7944000
340,35753000,7272000
340,35007000,7356000
340,34968000,7180000
340,34925000,7306000
340,41134000,9347000
340,40863000,7481000
340,36075000,7808000
340,35621000,7247000
340,34374000,8029000
340,35015000,7155000
340,34100000,6375000
340,35433000,7278000
340,35110000,7153000
340,35273000,7519000
340,35344000,7346000
340,35628000,7558000
340,34725000,7514000
340,34716000,7344000
340,34631000,7629000
340,34258000,8024000
340,34379000,7507000
340,34258000,6862000
340,35571000,7442000
340,34432000,7228000
340,36024000,7312000
340,34577000,7179000
340,34481000,6873000
340,35755000,7373000
340,34174000,6758000
340,35792000,7524000
340,34642000,7225000
340,34090000,6441000
340,34433000,7139000
340,34913000,7011000
340,36096000,7676000
340,34982000,7463000
340,34756000,7624000
340,35140000,7140000
350,35919000,9058000
350,35418000,8463000
350,35832000,8855000
350,35551000,8149000
350,35423000,8079000
350,35235000,8317000
350,36564000,8450000
350,36017000,8298000
350,37636000,8863000
350,36605000,9171000
350,35653000,8779000
350,36258000,8813000
350,36909000,8699000
350,36692000,8261000
350,35123000,10508000
350,36333000,8088000
350,34880000,7675000
350,35602000,8351000
350,36187000,9092000
350,35896000,8277000
350,35134000,7678000
350,36121000,8311000
350,36729000,9220000
350,44466000,10703000
350,39873000,8563000
350,35819000,8786000
350,35495000,8841000
350,35595000,8622000
350,35644000,8657000
350,35246000,7658000
350,34690000,10678000
350,35788000,8044000
350,36189000,8609000
350,35308000,7835000
350,35530000,7550000
350,34669000,8302000
350,36338000,8415000
350,35585000,8497000
350,35574000,8486000
350,35606000,8397000
350,36016000,8736000
350,35800000,9046000
350,36212000,8390000
350,33926000,7352000
350,35558000,8361000
350,35703000,8546000
350,35449000,10108000
350,34537000,7882000
350,35763000,7572000
350,35927000,8576000
350,35590000,7370000
350,34577000,10631000
350,35297000,8185000
350,34671000,7451000
350,33481000,6984000
350,35463000,7443000
350,34906000,10211000
350,35140000,7240000
350,36151000,7639000
350,35153000,7321000
350,35026000,7840000
350,35124000,7961000
350,35199000,7275000
350,35493000,8352000
350,34472000,7594000
350,33949000,6956000
350,36008000,8720000
350,36226000,8430000
350,35470000,8805000
350,35465000,9061000
350,35477000,8451000
350,37030000,8522000
350,35716000,8154000
350,35185000,7742000
350,37330000,10408000
350,43823000,10659000
350,36000000,8481000
350,33643000,7044000
350,35470000,8950000
350,35072000,8468000
350,35300000,8593000
350,33920000,7572000
350,35371000,7916000
350,35774000,7500000
350,36153000,8105000
350,34926000,7444000
350,35687000,8280000
350,35776000,8202000
350,36059000,7019000
350,34837000,7994000
350,34592000,7309000
350,35098000,7898000
350,35270000,7342000
350,35465000,8017000
350,35039000,7759000
350,36534000,8292000
350,36693000,8961000
350,35439000,8599000
350,35763000,8794000
350,35512000,8926000
360,58712000,9524000
360,58532000,8721000
360,56581000,9500000
360,53977000,8726000
360,55868000,8174000
360,54729000,8502000
360,55486000,8182000
360,56411000,8195000
360,56801000,8316000
360,57684000,8456000
360,56975000,9019000
360,56179000,10743000
360,57053000,8945000
360,57737000,9823000
360,56748000,8141000
360,59297000,9858000
360,58095000,8727000
360,56822000,8151000
360,52896000,9221000
360,56283000,8997000
360,56727000,8549000
360,59312000,9179000
360,58856000,8972000
360,71715000,12091000
360,60036000,9823000
360,58959000,9748000
360,56330000,8361000
360,56619000,10425000
360,56687000,7906000
360,56558000,8381000
360,55736000,8098000
360,55236000,8139000
360,54537000,7965000
360,54812000,9039000
360,56971000,8429000
360,57175000,9296000
360,55709000,8716000
360,57468000,8314000
360,59424000,8355000
360,54187000,8814000
360,56700000,8364000
360,54807000,7850000
360,55842000,8149000
360,54294000,9556000
